type,title,year,min_players,max_players,min_time,max_time,avg_time,min_age,com_age,bay_rating,avg_rating,num_ratings,complexity,comp_votes,comments,views,fans,owners,traders,wanters,wishers,mechanics,categories
boardgame,Saboteur,2004,3,10,30,30,30.0,8,8,6.47252,6.58355,23778,1.3296,1411,4408,968542,572,36970,715,214,1739,"['Hand Management', 'Map Addition', 'Network and Route Building', 'Take That', 'Team-Based Game', 'Traitor Game']","['Bluffing', 'Card Game', 'Exploration', 'Fantasy', 'Party Game']"
boardgame,Forbidden Desert,2013,2,5,45,45,45.0,10,8,7.02978,7.16479,23752,2.051,784,4035,791468,834,40653,814,498,4696,"['Action Points', 'Cooperative Game', 'Grid Movement', 'Hand Management', 'Modular Board', 'Pick-up and Deliver', 'Set Collection', 'Solo / Solitaire Game', 'Variable Player Powers']","['Adventure', 'Fantasy', 'Science Fiction']"
boardgame,Clank!: A Deck-Building Adventure,2016,2,4,30,60,45.0,12,8,7.62729,7.80802,23575,2.2066,455,3332,1509668,1215,30422,286,1180,7466,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Drafting', 'Pick-up and Deliver', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck']","['Adventure', 'Fantasy']"
boardgame,Santorini,2016,2,4,20,20,20.0,8,6,7.38094,7.54159,23543,1.7241,424,3831,1249572,944,38828,587,644,5885,"['Square Grid', 'Team-Based Game', 'Three Dimensional Movement', 'Variable Player Powers']","['Abstract Strategy', 'Ancient', 'Mythology']"
boardgame,Istanbul,2014,2,5,40,60,50.0,10,10,7.4434,7.59272,23189,2.5868,881,3469,983932,767,28138,393,870,4650,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Pick-up and Deliver', 'Race']",['Economic']
boardgame,El Grande,1995,2,5,60,120,90.0,12,12,7.60477,7.7618,22626,3.062,2048,5127,1407711,755,21703,368,1245,5029,"['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection']","['Medieval', 'Renaissance']"
boardgame,Smash Up,2012,2,4,45,45,45.0,12,10,6.61737,6.76957,22460,2.0573,873,3841,1101800,1322,36945,1314,234,2161,"['Area Majority / Influence', 'Deck Construction', 'Hand Management', 'Take That', 'Variable Player Powers', 'Variable Setup']","['Card Game', 'Fantasy', 'Humor', 'Pirates', 'Science Fiction', 'Zombies']"
boardgame,Colt Express,2014,2,6,30,40,35.0,10,8,7.01059,7.14492,22305,1.8147,761,3466,829328,639,31148,537,442,3185,"['Action Queue', 'Hand Management', 'Memory', 'Programmed Movement', 'Simultaneous Action Selection', 'Take That', 'Variable Player Powers']","['American West', 'Fighting', 'Trains']"
boardgame,Star Wars: X-Wing Miniatures Game,2012,2,2,30,45,37.5,14,10,7.49205,7.71216,22227,2.4818,1100,3743,3067580,3308,36959,783,299,2172,"['Action Queue', 'Critical Hits and Failures', 'Dice Rolling', 'Movement Template', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']","['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
boardgame,For Sale,1997,3,6,30,30,30.0,10,8,7.10566,7.22008,22128,1.2685,1512,5596,873361,389,26625,320,855,4054,"['Auction/Bidding', 'Auction: Sealed Bid', 'Auction: Turn Order Until Pass', 'Hand Management', 'Selection Order Bid']","['Card Game', 'Economic']"
boardgame,T.I.M.E Stories,2015,2,4,90,90,90.0,12,14,7.44004,7.61861,22113,2.6033,479,3367,1977491,1374,32830,755,783,6441,"['Cooperative Game', 'Dice Rolling', 'Storytelling', 'Variable Player Powers']","['Adventure', 'Mature / Adult', 'Puzzle', 'Science Fiction']"
boardgame,Tsuro,2004,2,8,15,20,17.5,8,6,6.56113,6.67724,21997,1.2387,1236,4605,713074,724,30961,624,370,3157,"['Hand Management', 'Network and Route Building', 'Player Elimination', 'Tile Placement']","['Abstract Strategy', 'Fantasy']"
boardgame,RoboRally,1994,2,8,45,120,82.5,12,10,6.9539,7.08738,21964,2.4295,1702,5401,953574,823,25436,671,524,2676,"['Action Queue', 'Bias', 'Grid Movement', 'Lose a Turn', 'Modular Board', 'Programmed Movement', 'Race', 'Scenario / Mission / Campaign Game', 'Simultaneous Action Selection']","['Maze', 'Miniatures', 'Racing', 'Science Fiction']"
boardgame,Cards Against Humanity,2009,4,30,30,30,30.0,17,16,5.79144,5.96381,21790,1.2072,806,4306,641226,904,36876,604,66,1152,"['Hand Management', 'Player Judge', 'Simultaneous Action Selection']","['Card Game', 'Humor', 'Mature / Adult', 'Party Game', 'Print & Play']"
boardgame,Mansions of Madness: Second Edition,2016,1,5,120,180,150.0,14,12,7.83721,8.09136,21691,2.6984,431,3012,2442420,1873,33618,303,1197,8840,"['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Murder/Mystery', 'Puzzle']"
boardgame,Blokus,2000,2,4,20,20,20.0,5,6,6.76695,6.89064,21674,1.7745,1543,4941,647350,383,28617,644,180,1456,"['Enclosure', 'Grid Coverage', 'Hand Management', 'Tile Placement']","['Abstract Strategy', 'Territory Building']"
boardgame,San Juan,2004,2,4,45,60,52.5,10,10,7.12988,7.26135,21649,2.2887,2023,5472,954663,480,23411,549,458,2367,"['Action Drafting', 'Follow', 'Hand Management', 'Set Collection', 'Variable Phase Order']","['Card Game', 'City Building', 'Economic']"
boardgame,Descent: Journeys in the Dark (Second Edition),2012,1,5,120,120,120.0,14,12,7.46288,7.70401,21560,3.2009,1060,3643,3350156,3011,33870,782,735,6099,"['Action Points', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Line of Sight', 'Modular Board', 'Movement Points', 'Multiple Maps', 'Scenario / Mission / Campaign Game', 'Team-Based Game', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']"
boardgame,Sagrada,2017,1,4,30,45,37.5,14,8,7.36199,7.53253,21478,1.9177,401,3195,883381,819,32477,291,948,5242,"['Card Drafting', 'Contracts', 'Dice Rolling', 'Pattern Building', 'Set Collection']","['Dice', 'Puzzle']"
boardgame,Camel Up,2014,2,8,20,30,25.0,8,8,6.92008,7.05307,21375,1.4845,772,3360,707993,490,27206,339,512,2796,"['Betting and Bluffing', 'Dice Rolling', 'Roll / Spin and Move']","['Animals', 'Dice', 'Racing']"
boardgame,Elder Sign,2011,1,8,90,90,90.0,13,12,6.83482,6.98883,21071,2.3495,1050,4278,1288112,1628,33707,828,327,3054,"['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Solo / Solitaire Game', 'Variable Player Powers']","['Adventure', 'Card Game', 'Dice', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']"
boardgame,Castles of Mad King Ludwig,2014,1,4,90,90,90.0,13,10,7.4215,7.58202,20870,2.6547,753,3572,1070716,813,26723,444,1043,5767,"['Auction/Bidding', 'Card Drafting', 'End Game Bonuses', 'I Cut, You Choose', 'Pattern Building', 'Set Collection', 'Tile Placement']","['Post-Napoleonic', 'Puzzle']"
boardgame,Suburbia,2012,1,4,90,90,90.0,8,10,7.38956,7.53716,20640,2.7728,889,3699,1184325,874,23985,683,942,5591,"['Auction: Dutch', 'Card Drafting', 'Hexagon Grid', 'Set Collection', 'Tile Placement']","['City Building', 'Economic']"
boardgame,Star Wars: Rebellion,2016,2,4,180,240,210.0,14,14,8.15715,8.42336,20365,3.6981,689,3229,3084215,1953,30651,232,1407,9288,"['Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Dice Rolling', 'Hand Management', 'Team-Based Game', 'Variable Player Powers']","['Civil War', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
boardgame,Through the Ages: A New Story of Civilization,2015,2,4,120,120,120.0,14,14,8.21881,8.46634,20174,4.3942,992,2992,2592630,1428,23848,310,1066,7311,"['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Card Drafting', 'Income']","['Card Game', 'Civilization', 'Economic']"
boardgame,Flash Point: Fire Rescue,2011,2,6,45,45,45.0,10,8,7.06355,7.21328,19865,2.21,857,3971,1148578,1081,30911,851,527,3855,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Pick-up and Deliver', 'Simulation', 'Solo / Solitaire Game', 'Square Grid', 'Variable Player Powers']",['Adventure']
boardgame,Imperial Settlers,2014,1,4,45,90,67.5,10,12,7.27363,7.4394,19719,2.7734,781,3201,1343710,1144,26352,795,814,4773,"['Card Drafting', 'Contracts', 'Drafting', 'Hand Management', 'Take That', 'Variable Player Powers']","['Ancient', 'Card Game', 'City Building', 'Civilization']"
boardgame,The Lord of the Rings: The Card Game,2011,1,2,30,60,45.0,13,12,7.40243,7.63626,19711,3.1676,1283,4095,3519417,3138,30485,928,423,3110,"['Cooperative Game', 'Hand Management', 'Solo / Solitaire Game', 'Variable Player Powers']","['Adventure', 'Card Game', 'Fantasy', 'Novel-based']"
boardgame,One Night Ultimate Werewolf,2014,3,10,10,10,10.0,8,10,6.99143,7.16171,19709,1.3975,561,3367,1000697,710,33454,624,238,2549,"['Hidden Roles', 'Role Playing', 'Roles with Asymmetric Information', 'Traitor Game', 'Variable Player Powers', 'Voting']","['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']"
boardgame,Orléans,2014,2,4,90,90,90.0,12,12,7.88694,8.08439,19531,3.0519,694,3007,1378019,930,23287,186,1372,6198,"['Deck, Bag, and Pool Building', 'Point to Point Movement', 'Turn Order: Progressive']","['Medieval', 'Religious', 'Travel']"
boardgame,Seasons,2012,2,4,60,60,60.0,14,12,7.25504,7.41921,19424,2.776,857,3225,1034603,977,23004,525,790,4581,"['Card Drafting', 'Dice Rolling', 'Hand Management', 'Take That']","['Card Game', 'Dice', 'Fantasy']"
boardgame,Spirit Island,2017,1,4,90,120,105.0,13,14,8.05242,8.32248,19261,3.9644,1011,3368,2294143,1903,28353,220,1678,11112,"['Action Retrieval', 'Area Majority / Influence', 'Cooperative Game', 'Hand Management', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers']","['Age of Reason', 'Environmental', 'Fantasy', 'Fighting', 'Mythology', 'Territory Building']"
boardgame,UNO,1971,2,10,30,30,30.0,6,5,5.2981,5.38076,19219,1.1214,1186,3886,413242,274,33976,260,14,184,"['Hand Management', 'Lose a Turn', 'Matching', 'Take That']","['Card Game', 'Comic Book / Strip', 'Movies / TV / Radio theme', 'Number']"
boardgame,No Thanks!,2004,3,7,20,20,20.0,8,8,6.9413,7.05681,19193,1.142,1261,4730,598653,303,25834,275,313,2108,"['Auction/Bidding', 'Closed Economy Auction', 'Increase Value of Unchosen Resources', 'Push Your Luck', 'Set Collection']",['Card Game']
boardgame,Village,2011,2,4,60,90,75.0,12,12,7.36912,7.53398,19171,3.0713,1052,3165,1059545,742,24883,441,697,3538,"['Action Drafting', 'Contracts', 'Set Collection', 'Worker Placement', 'Worker Placement, Different Worker Types']","['Farming', 'Medieval']"
boardgame,Survive: Escape from Atlantis!,1982,2,4,45,60,52.5,8,8,7.13501,7.30287,19063,1.7091,904,4293,1013220,743,27227,520,636,3596,"['Action Points', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Map Reduction', 'Memory', 'Modular Board', 'Secret Unit Deployment', 'Take That']","['Adventure', 'Animals', 'Bluffing', 'Nautical']"
boardgame,Star Wars: Imperial Assault,2014,2,5,60,120,90.0,14,12,7.76289,8.03941,19018,3.2953,772,2891,3117577,2619,32754,537,852,5946,"['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Team-Based Game', 'Variable Player Powers']","['Adventure', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
boardgameexpansion,Carcassonne: Expansion 1 – Inns & Cathedrals,2002,2,6,60,60,60.0,8,8,7.418,7.61391,18976,1.9297,1308,4455,451934,369,39759,234,199,1008,"['Area Majority / Influence', 'Tile Placement']","['City Building', 'Expansion for Base-game', 'Medieval', 'Territory Building']"
boardgame,Tokaido,2012,2,5,45,45,45.0,8,8,6.84977,7.01083,18865,1.7547,685,3264,1097329,833,27959,568,563,4143,"['Point to Point Movement', 'Set Collection', 'Time Track', 'Variable Player Powers']",['Travel']
boardgame,Sushi Go Party!,2016,2,8,20,20,20.0,8,8,7.29173,7.4775,18809,1.3203,306,2745,655057,522,34004,259,474,3908,"['Card Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection']","['Card Game', 'Party Game']"
boardgame,Guillotine,1998,2,5,30,30,30.0,12,10,6.41256,6.53568,18781,1.2685,1471,4524,567771,464,26711,614,156,1195,"['Card Drafting', 'Hand Management', 'Take That']","['Card Game', 'Humor']"
boardgame,Legendary: A Marvel Deck Building Game,2012,1,5,30,60,45.0,14,8,7.33403,7.59095,18762,2.4416,770,3373,2829385,2362,28592,616,572,3713,"['Deck, Bag, and Pool Building', 'Events', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Variable Setup']","['Card Game', 'Comic Book / Strip']"
boardgame,Ghost Stories,2008,1,4,60,60,60.0,12,12,7.17299,7.33606,18654,2.9114,982,4143,1323615,1071,24520,612,817,5529,"['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Move Through Deck', 'Solo / Solitaire Game', 'Variable Player Powers']","['Fantasy', 'Fighting', 'Horror', 'Mythology']"
boardgame,"Hey, That's My Fish!",2003,2,4,20,20,20.0,8,6,6.61585,6.71568,18646,1.4603,1473,4906,623408,310,23562,552,292,1545,"['Grid Movement', 'Hexagon Grid', 'Map Reduction', 'Modular Board']","['Abstract Strategy', 'Animals']"
boardgame,Isle of Skye: From Chieftain to King,2015,2,5,30,50,40.0,8,8,7.28619,7.44487,18574,2.2369,536,2817,845377,507,24095,347,743,3718,"['Auction/Bidding', 'Catch the Leader', 'Set Collection', 'Tile Placement']","['Economic', 'Territory Building']"
boardgame,Ra,1999,2,5,45,60,52.5,12,10,7.31621,7.46705,18461,2.3482,1726,4997,1142154,471,17689,287,1063,4117,"['Auction/Bidding', 'Auction: Once Around', 'Closed Economy Auction', 'Constrained Bidding', 'Push Your Luck', 'Set Collection']","['Ancient', 'Mythology']"
boardgame,6 nimmt!,1994,2,10,45,45,45.0,8,8,6.77805,6.90599,18368,1.2155,1383,4305,589826,274,25245,286,267,1376,"['Hand Management', 'Kill Steal', 'Score-and-Reset Game', 'Simultaneous Action Selection']",['Card Game']
boardgame,BANG! The Dice Game,2013,3,8,15,15,15.0,8,8,6.82757,6.96921,18349,1.2772,606,3418,537670,424,28640,520,273,2505,"['Dice Rolling', 'Hidden Roles', 'Player Elimination', 'Push Your Luck', 'Re-rolling and Locking', 'Team-Based Game', 'Variable Player Powers']","['American West', 'Bluffing', 'Deduction', 'Dice', 'Fighting', 'Party Game']"
boardgame,Exploding Kittens,2015,2,5,15,15,15.0,7,8,5.81998,6.00369,18293,1.072,500,3141,523535,558,36614,593,44,892,"['Hand Management', 'Hot Potato', 'Player Elimination', 'Push Your Luck', 'Set Collection', 'Take That']","['Animals', 'Card Game', 'Comic Book / Strip', 'Humor']"
boardgame,The Voyages of Marco Polo,2015,2,4,40,100,70.0,12,12,7.70649,7.91053,18157,3.1917,892,2675,1182916,834,20803,232,1039,4420,"['Contracts', 'Dice Rolling', 'Income', 'Point to Point Movement', 'Set Collection', 'Variable Player Powers', 'Variable Setup', 'Worker Placement with Dice Workers']","['Dice', 'Economic', 'Medieval', 'Travel']"
boardgame,Kingdom Builder,2011,2,4,45,45,45.0,8,8,6.8406,6.97182,18137,2.0679,943,3651,1058544,624,22936,687,444,3178,"['Area Majority / Influence', 'Chaining', 'Enclosure', 'Hexagon Grid', 'Modular Board', 'Variable Setup']","['Medieval', 'Territory Building']"
boardgame,Kingsburg,2007,2,5,90,90,90.0,13,10,7.05102,7.1999,17921,2.4298,1203,3817,953046,599,16726,345,784,3518,"['Dice Rolling', 'Worker Placement with Dice Workers']","['City Building', 'Dice', 'Fantasy', 'Medieval']"
boardgame,Twilight Imperium (Third Edition),2005,3,6,180,240,210.0,14,14,7.60314,7.85016,17883,4.2495,2032,4275,2434187,2086,19733,687,692,4666,"['Action Points', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Hexagon Grid', 'Increase Value of Unchosen Resources', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Trading', 'Variable Phase Order', 'Variable Player Powers', 'Voting']","['Civilization', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']"
boardgame,Acquire,1964,2,6,90,90,90.0,12,12,7.16524,7.34468,17745,2.506,1585,5645,1105428,624,22444,884,511,2496,"['Hand Management', 'Investment', 'Market', 'Ownership', 'Stock Holding', 'Tile Placement']",['Economic']
boardgame,Keyflower,2012,2,6,90,120,105.0,12,12,7.64337,7.82705,17729,3.3506,850,3202,1313506,820,20986,313,1227,5581,"['Auction/Bidding', 'End Game Bonuses', 'Hexagon Grid', 'Memory', 'Modular Board', 'Network and Route Building', 'Ownership', 'Set Collection', 'Tile Placement', 'Turn Order: Auction', 'Worker Placement', 'Worker Placement, Different Worker Types']","['City Building', 'Economic', 'Nautical', 'Renaissance', 'Territory Building', 'Transportation']"
boardgame,Brass: Lancashire,2007,2,4,60,120,90.0,14,14,7.94257,8.1536,17643,3.8632,1382,4093,1998953,1498,22903,445,899,4891,"['Hand Management', 'Income', 'Loans', 'Network and Route Building']","['Economic', 'Industry / Manufacturing', 'Transportation']"
boardgame,Through the Ages: A Story of Civilization,2006,2,4,120,120,120.0,12,14,7.74966,7.95363,17562,4.1724,1792,3941,2501693,1469,17174,929,640,4208,"['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Card Drafting', 'Hand Management']","['Civilization', 'Economic']"
boardgame,Root,2018,2,4,60,90,75.0,10,14,7.80292,8.06948,17383,3.625,688,2923,2206607,1902,26483,159,1625,10396,"['Action Queue', 'Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Race', 'Variable Player Powers']","['Animals', 'Fantasy', 'Wargame']"
boardgame,Thurn and Taxis,2006,2,4,60,60,60.0,10,10,6.96372,7.10563,17378,2.2622,1785,3951,729382,378,19598,517,435,1947,"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']","['Post-Napoleonic', 'Transportation']"
boardgame,Tikal,1999,2,4,90,90,90.0,10,10,7.16806,7.34135,17237,2.8041,1460,4061,910954,467,21869,617,626,3130,"['Action Points', 'Area Majority / Influence', 'Auction/Bidding', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Set Collection', 'Tile Placement']","['Exploration', 'Territory Building']"
boardgame,Troyes,2010,2,4,90,90,90.0,12,12,7.57262,7.76418,17194,3.4586,1075,3366,1290431,959,18983,222,1152,4706,"['Area Majority / Influence', 'Dice Rolling', 'Turn Order: Progressive', 'Worker Placement', 'Worker Placement with Dice Workers', 'Worker Placement, Different Worker Types']","['Dice', 'Economic', 'Medieval']"
boardgame,Spyfall,2014,3,8,15,15,15.0,13,12,6.79189,6.92085,17169,1.2454,436,2800,949760,351,24231,779,284,2580,"['Acting', 'Memory', 'Role Playing', 'Roles with Asymmetric Information', 'Targeted Clues', 'Traitor Game', 'Voting']","['Bluffing', 'Deduction', 'Humor', 'Party Game', 'Spies/Secret Agents']"
boardgame,Coloretto,2003,2,5,30,30,30.0,8,6,6.83847,6.96881,17127,1.2836,1393,4333,541324,251,21844,339,274,1418,"['Card Drafting', 'Push Your Luck', 'Set Collection']","['Animals', 'Card Game']"
boardgame,Dominant Species,2010,2,6,120,240,180.0,14,14,7.6406,7.84698,17117,4.0401,1396,3826,1579862,1202,18186,355,1262,6390,"['Area Majority / Influence', 'Card Drafting', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Take That', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']","['Animals', 'Environmental', 'Prehistoric']"
boardgame,Apples to Apples,1999,4,10,30,30,30.0,12,8,5.71963,5.83049,17058,1.1624,1441,5023,862986,294,24604,974,55,509,"['Hand Management', 'Player Judge', 'Simultaneous Action Selection']","['Card Game', 'Humor', 'Party Game']"
